	organism_name	taxid
20433	Salmonella enterica subsp. enterica serovar Enteritidis str. SA19994216	1412499
20434	Salmonella enterica subsp. enterica serovar Enteritidis str. SA20083456	1412506
20435	Salmonella enterica subsp. enterica serovar Enteritidis str. SA20083636	1412490
20436	Salmonella enterica subsp. enterica serovar Enteritidis str. SA20084384	1412477
20437	Salmonella enterica subsp. enterica serovar Enteritidis str. SA19930684	1412500
20438	Salmonella enterica subsp. enterica serovar Enteritidis str. SA19942384	1412493
20439	Salmonella enterica subsp. enterica serovar Enteritidis str. SA19943269	1412494
20440	Salmonella enterica subsp. enterica serovar Enteritidis str. SA19960848	1412487
20441	Salmonella enterica subsp. enterica serovar Enteritidis str. SA19961622	1412497
20442	Salmonella enterica subsp. enterica serovar Enteritidis str. SA19970510	1412473
20443	Salmonella enterica subsp. enterica serovar Enteritidis str. SA19970769	1412474
20444	Salmonella enterica subsp. enterica serovar Enteritidis str. SA19971331	1412496
20445	Salmonella enterica subsp. enterica serovar Enteritidis str. SA19980677	1412472
20446	Salmonella enterica subsp. enterica serovar Enteritidis str. SA19981522	1412485
20447	Salmonella enterica subsp. enterica serovar Enteritidis str. EC20090135	1412460
20448	Salmonella enterica subsp. enterica serovar Enteritidis str. EC20090193	1412459
20449	Salmonella enterica subsp. enterica serovar Enteritidis str. EC20090332	1412461
20450	Salmonella enterica subsp. enterica serovar Enteritidis str. SA20090877	1412521
20451	Salmonella enterica subsp. enterica serovar Enteritidis str. SA20091739	1412523
20452	Salmonella enterica subsp. enterica serovar Enteritidis str. SA20093421	1412514
20453	Salmonella enterica subsp. enterica serovar Enteritidis str. SA20093430	1412512
20454	Salmonella enterica subsp. enterica serovar Enteritidis str. SA20093538	1412522
20455	Salmonella enterica subsp. enterica serovar Enteritidis str. SA20093543	1412520
20456	Salmonella enterica subsp. enterica serovar Enteritidis str. SA20093784	1412509
20457	Salmonella enterica subsp. enterica serovar Enteritidis str. SA20093788	1412511
20458	Salmonella enterica subsp. enterica serovar Enteritidis str. SA20093950	1412519
20459	Salmonella enterica subsp. enterica serovar Enteritidis str. SA20093977	1412510
20460	Salmonella enterica subsp. enterica serovar Enteritidis str. SA20094079	1412524
20461	Salmonella enterica subsp. enterica serovar Enteritidis str. SA20094350	1412504
20462	Salmonella enterica subsp. enterica serovar Enteritidis str. SA20094352	1412491
20463	Salmonella enterica subsp. enterica serovar Enteritidis str. SA20094383	1412516
20464	Salmonella enterica subsp. enterica serovar Enteritidis str. SA20094389	1412515
20465	Salmonella enterica subsp. enterica serovar Enteritidis str. SA20094521	1412484
20466	Salmonella enterica subsp. enterica serovar Enteritidis str. SA20094642	1412518
20467	Salmonella enterica subsp. enterica serovar Enteritidis str. EC20120916	1412570
20468	Salmonella enterica subsp. enterica serovar Enteritidis str. EC20121177	1412594
20469	Salmonella enterica subsp. enterica serovar Enteritidis str. SA20092320	1412508
20470	Salmonella enterica subsp. enterica serovar Enteritidis str. SA20094803	1412503
20471	Salmonella enterica subsp. enterica serovar Enteritidis str. SA20095309	1412507
20472	Salmonella enterica subsp. enterica serovar Enteritidis str. SA20095440	1412492
20473	Salmonella enterica subsp. enterica serovar Enteritidis str. EC20110222	1412456
20474	Salmonella enterica subsp. enterica serovar Enteritidis str. EC20111514	1412539
20475	Salmonella enterica subsp. enterica serovar Enteritidis str. EC20111515	1412538
20476	Salmonella enterica subsp. enterica serovar Enteritidis str. EC20111554	1412567
20477	Salmonella enterica subsp. enterica serovar Enteritidis str. EC20111561	1412572
20478	Salmonella enterica subsp. enterica serovar Enteritidis str. EC20111576	1412535
20479	Salmonella enterica subsp. enterica serovar Enteritidis str. EC20120002	1412466
20480	Salmonella enterica subsp. enterica serovar Enteritidis str. EC20120003	1412467
20481	Salmonella enterica subsp. enterica serovar Enteritidis str. EC20120007	1412469
20482	Salmonella enterica subsp. enterica serovar Enteritidis str. EC20120213	1412528
20483	Salmonella enterica subsp. enterica serovar Enteritidis str. EC20120219	1412548
20484	Salmonella enterica subsp. enterica serovar Enteritidis str. EC20120229	1412547
20485	Salmonella enterica subsp. enterica serovar Enteritidis str. EC20120240	1412546
20486	Salmonella enterica subsp. enterica serovar Enteritidis str. EC20120356	1412602
20487	Salmonella enterica subsp. enterica serovar Enteritidis str. EC20120469	1412552
20488	Salmonella enterica subsp. enterica serovar Enteritidis str. EC20120496	1412556
20489	Salmonella enterica subsp. enterica serovar Enteritidis str. EC20120497	1412568
20490	Salmonella enterica subsp. enterica serovar Enteritidis str. EC20120498	1412545
20491	Salmonella enterica subsp. enterica serovar Enteritidis str. EC20120505	1412544
20492	Salmonella enterica subsp. enterica serovar Enteritidis str. EC20120528	1412537
20493	Salmonella enterica subsp. enterica serovar Enteritidis str. EC20120994	1412569
20494	Salmonella enterica subsp. enterica serovar Enteritidis str. EC20121004	1412530
20495	Salmonella enterica subsp. enterica serovar Enteritidis str. EC20121541	1412525
20496	Salmonella enterica subsp. enterica serovar Enteritidis str. EC20121542	1412557
20497	Salmonella enterica subsp. enterica serovar Enteritidis str. EC20121671	1412565
20498	Salmonella enterica subsp. enterica serovar Enteritidis str. EC20121672	1412561
20499	Salmonella enterica subsp. enterica serovar Enteritidis str. EC20121689	1412616
20500	Salmonella enterica subsp. enterica serovar Enteritidis str. SA20121703	1412483
20501	Salmonella enterica subsp. enterica serovar Enteritidis str. EC20121744	1412554
20502	Salmonella enterica subsp. enterica serovar Enteritidis str. EC20121746	1412563
20503	Salmonella enterica subsp. enterica serovar Enteritidis str. EC20121748	1412560
20504	Salmonella enterica subsp. enterica serovar Enteritidis str. EC20121750	1412541
20505	Salmonella enterica subsp. enterica serovar Enteritidis str. EC20121751	1412540
20506	Salmonella enterica subsp. enterica serovar Enteritidis str. EC20121753	1412551
20507	Salmonella enterica subsp. enterica serovar Enteritidis str. EC20120734	1412609
20508	Salmonella enterica subsp. enterica serovar Enteritidis str. EC20120738	1412610
20509	Salmonella enterica subsp. enterica serovar Enteritidis str. EC20120765	1412564
20510	Salmonella enterica subsp. enterica serovar Enteritidis str. EC20120773	1412611
20511	Salmonella enterica subsp. enterica serovar Enteritidis str. EC20120774	1412612
20512	Salmonella enterica subsp. enterica serovar Enteritidis str. EC20120775	1412533
20513	Salmonella enterica subsp. enterica serovar Enteritidis str. EC20120776	1412532
20514	Salmonella enterica subsp. enterica serovar Enteritidis str. EC20120917	1412613
20515	Salmonella enterica subsp. enterica serovar Enteritidis str. EC20120918	1412614
20516	Salmonella enterica subsp. enterica serovar Enteritidis str. EC20120925	1412615
20517	Salmonella enterica subsp. enterica serovar Enteritidis str. EC20120927	1412617
20518	Salmonella enterica subsp. enterica serovar Enteritidis str. EC20120963	1412531
20519	Salmonella enterica subsp. enterica serovar Enteritidis str. EC20120968	1412558
20520	Salmonella enterica subsp. enterica serovar Enteritidis str. EC20120969	1412619
20521	Salmonella enterica subsp. enterica serovar Enteritidis str. EC20120970	1412542
20522	Salmonella enterica subsp. enterica serovar Enteritidis str. EC20121812	1412571
20523	Salmonella enterica subsp. enterica serovar Enteritidis str. EC20121825	1412526
20524	Salmonella enterica subsp. enterica serovar Enteritidis str. EC20121826	1412527
20525	Salmonella enterica subsp. enterica serovar Enteritidis str. EC20121969	1412583
20526	Salmonella enterica subsp. enterica serovar Enteritidis str. EC20121970	1412582
20527	Salmonella enterica subsp. enterica serovar Enteritidis str. SA20090419	1412517
20528	Salmonella enterica subsp. enterica serovar Enteritidis str. SA20090435	1412513
20529	Salmonella enterica subsp. enterica serovar Enteritidis str. EC20090530	1412585
20530	Salmonella enterica subsp. enterica serovar Enteritidis str. EC20100088	1412598
20531	Salmonella enterica subsp. enterica serovar Enteritidis str. EC20100089	1412599
20532	Salmonella enterica subsp. enterica serovar Enteritidis str. EC20120580	1412603
20533	Salmonella enterica subsp. enterica serovar Enteritidis str. EC20120581	1412604
20534	Salmonella enterica subsp. enterica serovar Enteritidis str. EC20120590	1412605
20535	Salmonella enterica subsp. enterica serovar Enteritidis str. EC20120597	1412606
20536	Salmonella enterica subsp. enterica serovar Enteritidis str. EC20120685	1412534
20537	Salmonella enterica subsp. enterica serovar Enteritidis str. EC20120686	1412607
20538	Salmonella enterica subsp. enterica serovar Enteritidis str. EC20120687	1412608
20539	Salmonella enterica subsp. enterica serovar Enteritidis str. EC20120697	1412553
20540	Salmonella enterica subsp. enterica serovar Enteritidis str. EC20120722	1412550
20541	Salmonella enterica subsp. enterica serovar Enteritidis str. EC20121976	1412581
20542	Salmonella enterica subsp. enterica serovar Enteritidis str. SA20085285	1412489
20543	Salmonella enterica subsp. enterica serovar Enteritidis str. EC20090195	1412587
20544	Salmonella enterica subsp. enterica serovar Enteritidis str. SA20094682	1412476
20545	Salmonella enterica subsp. enterica serovar Enteritidis str. EC20100131	1412584
20546	Salmonella enterica subsp. enterica serovar Enteritidis str. SA20100239	1412481
20547	Salmonella enterica subsp. enterica serovar Enteritidis str. EC20120677	1412559
20548	Salmonella enterica subsp. enterica serovar Enteritidis str. EC20121765	1412555
20549	Salmonella enterica subsp. enterica serovar Enteritidis str. EC20121986	1412580
20550	Salmonella enterica subsp. enterica serovar Enteritidis str. EC20121989	1412579
20551	Salmonella enterica subsp. enterica serovar Enteritidis str. EC20120051	1412601
20552	Salmonella enterica subsp. enterica serovar Enteritidis str. SA20082034	1412488
20553	Salmonella enterica subsp. enterica serovar Enteritidis str. EC20121990	1412578
20554	Salmonella enterica subsp. enterica serovar Enteritidis str. EC20122022	1412577
20555	Salmonella enterica subsp. enterica serovar Enteritidis str. EC20122026	1412576
20556	Salmonella enterica subsp. enterica serovar Enteritidis str. EC20122031	1412575
20557	Salmonella enterica subsp. enterica serovar Enteritidis str. EC20122033	1412574
20558	Salmonella enterica subsp. enterica serovar Enteritidis str. EC20122045	1412573
20559	Salmonella enterica subsp. enterica serovar Enteritidis str. SA20123395	1412495
20560	Salmonella enterica subsp. enterica serovar Enteritidis str. EC20130345	1412588
20561	Salmonella enterica subsp. enterica serovar Enteritidis str. EC20130346	1412589
20562	Salmonella enterica subsp. enterica serovar Enteritidis str. EC20130347	1412590
20563	Salmonella enterica subsp. enterica serovar Enteritidis str. EC20130348	1412591
20564	Salmonella enterica subsp. enterica serovar Enteritidis str. EC20120200	1412529
20565	Salmonella enterica subsp. enterica serovar Enteritidis str. EC20100103	1412458
20566	Salmonella enterica subsp. enterica serovar Enteritidis str. EC20090884	1412463
20567	Salmonella enterica subsp. enterica serovar Enteritidis str. EC20090531	1412462
20568	Salmonella enterica subsp. enterica serovar Enteritidis str. EC20110354	1243619
20569	Salmonella enterica subsp. enterica serovar Enteritidis str. EC20120008	1412470
20570	Salmonella enterica subsp. enterica serovar Enteritidis str. EC20100101	1412457
20571	Salmonella enterica subsp. enterica serovar Enteritidis str. EC20110221	1412455
20572	Salmonella enterica subsp. enterica serovar Enteritidis str. EC20090698	1412454
20573	Salmonella enterica subsp. enterica serovar Enteritidis str. EC20090641	1412453
20574	Salmonella enterica subsp. enterica serovar Enteritidis str. EC20110355	1243620
20575	Salmonella enterica subsp. enterica serovar Enteritidis str. EC20111175	1244121
20576	Salmonella enterica subsp. enterica serovar Enteritidis str. EC20111174	1244122
20577	Salmonella enterica subsp. enterica serovar Enteritidis str. EC20111095	1244120
20578	Salmonella enterica subsp. enterica serovar Enteritidis str. EC20120009	1412471
20579	Salmonella enterica subsp. enterica serovar Enteritidis str. EC20120929	1412618
20580	Salmonella enterica subsp. enterica serovar Enteritidis str. EC20121747	1412562
20581	Salmonella enterica subsp. enterica serovar Enteritidis str. SA19940857	1412501
20582	Salmonella enterica subsp. enterica serovar Enteritidis str. SA20084644	1412480
20583	Salmonella enterica subsp. enterica serovar Enteritidis str. SA20084824	1412478
20584	Salmonella enterica subsp. enterica serovar Enteritidis str. SA20094177	1412479
20585	Salmonella enterica subsp. enterica serovar Enteritidis str. SA20094301	1412505
20586	Salmonella enterica subsp. enterica serovar Enteritidis str. EC20111510	1412549
20587	Listeria monocytogenes N53-1	1234142
20588	Neisseria meningitidis	487
20589	Staphylococcus aureus subsp. aureus	46170
20590	Draconibacterium orientale	1168034
20591	Pseudomonas aeruginosa PA96	1457392
20592	Corynebacterium glyciniphilum AJ 3170	1404245
20593	Salmonella enterica subsp. enterica serovar Enteritidis str. EC20100325	1412600
20594	Aquimarina atlantica	1317122
20595	Pseudomonas composti	658457
20596	Aeromonas hydrophila AD9	1453502
20597	Staphylococcus aureus subsp. aureus 21267	904748
20598	Staphylococcus aureus subsp. aureus 21239	904740
20599	Staphylococcus epidermidis VCU014	904316
20600	Staphylococcus aureus subsp. aureus CO-30	904796
20601	Staphylococcus aureus subsp. aureus CO-41	904798
20602	Staphylococcus aureus subsp. aureus CO-49	904799
20603	Staphylococcus aureus subsp. aureus 21230	904736
20604	Staphylococcus aureus subsp. aureus 21275	904751
20605	Staphylococcus aureus subsp. aureus 21304	904758
20606	Staphylococcus aureus subsp. aureus 21311	904761
20607	Staphylococcus aureus subsp. aureus 21338	904770
20608	Staphylococcus aureus subsp. aureus 21314	904762
20609	Staphylococcus aureus subsp. aureus 21337	904769
20610	Staphylococcus epidermidis VCU050	904322
20611	Escherichia coli 2-005-03_S4_C3	1444258
20612	Escherichia coli 1-182-04_S4_C3	1444274
20614	Escherichia coli 1-176-05_S4_C3	1444273
20615	Escherichia coli 1-250-04_S4_C1	1444218
20616	Escherichia coli 1-182-04_S4_C1	1444217
20617	Escherichia coli 2-005-03_S4_C2	1444228
20618	Escherichia coli 1-182-04_S4_C2	1444245
20619	Escherichia coli 1-250-04_S4_C2	1444246
20620	Escherichia coli 1-392-07_S4_C2	1444247
20621	Staphylococcus haemolyticus	1283
20622	Escherichia coli 1-392-07_S3_C3	1444192
20623	Escherichia coli 1-176-05_S4_C1	1444216
20624	Acinetobacter baumannii 24975_10	1310954
20625	Acinetobacter baumannii 44839_10	1311067
20626	Acinetobacter baumannii 26016_9	1311076
20627	Acinetobacter baumannii 24860_1	1310835
20628	Acinetobacter baumannii 24860_6	1310840
20629	Escherichia coli 1-250-04_S3_C1	1444135
20630	Escherichia coli 1-182-04_S3_C2	1444162
20631	Escherichia coli 1-182-04_S3_C3	1444191
20632	Acinetobacter baumannii 44298_1	1311078
20633	Acinetobacter baumannii 44298_2	1311079
20634	Acinetobacter baumannii 44298_4	1311081
20635	Acinetobacter baumannii 44298_6	1311083
20636	Acinetobacter baumannii 44298_7	1311084
20637	Acinetobacter baumannii 44298_9	1311086
20638	Acinetobacter baumannii 44298_10	1311087
20639	Acinetobacter baumannii 25569_8	1311115
20640	Acinetobacter baumannii 25569_9	1311116
20641	Acinetobacter baumannii 25442_5	1311122
20642	Acinetobacter baumannii 25442_7	1311124
20643	Acinetobacter baumannii 25442_9	1311126
20644	Acinetobacter baumannii 42057_2	1311134
20645	Acinetobacter baumannii 42057_6	1311138
20646	Acinetobacter baumannii 45052_4	1311144
20647	Escherichia coli 1-182-04_S1_C3	1444106
20648	Escherichia coli 1-250-04_S1_C3	1444107
20649	Escherichia coli 2-005-03_S1_C1	1444036
20650	Escherichia coli 1-182-04_S1_C1	1444051
20651	Escherichia coli 2-011-08_S1_C2	1444065
20652	Escherichia coli 1-176-05_S1_C2	1444078
20653	Escherichia coli 2-005-03_S1_C3	1444092
20654	Escherichia coli 1-176-05_S1_C3	1444105
20655	Escherichia coli 1-182-04_S3_C1	1444134
20656	Escherichia coli 2-005-03_S1_C2	1444064
20657	Streptococcus pyogenes ABC020052211	1439207
20658	Streptococcus pyogenes ABC020047955	1439165
20659	Streptococcus pyogenes ABC020048503	1439181
20660	Streptococcus pyogenes ABC020049545	1439191
20661	Streptococcus pyogenes ABC020052309	1439211
20662	Streptococcus pyogenes ABC020052313	1439212
20663	Streptococcus pyogenes ABC020052980	1439224
20664	Streptococcus pyogenes ABC020056765	1439268
20665	Streptococcus pyogenes ABC020057442	1439286
20666	Streptococcus pyogenes ABC020047977	1439168
20667	Streptococcus pyogenes ABC020048387	1439178
20668	Streptococcus pyogenes ABC020052898	1439223
20669	Streptococcus pyogenes ABC020053250	1439229
20670	Streptococcus pyogenes ABC020056068	1439262
20671	Streptococcus pyogenes ABC020059502	1439289
20672	Streptococcus pyogenes ABC020061424	1439303
20673	Streptococcus pyogenes ABC020005716	1438989
20674	Streptococcus pyogenes ABC020005773	1438990
20675	Streptococcus pyogenes ABC020006345	1438996
20676	Streptococcus pyogenes ABC020006715	1438997
20677	Streptococcus pyogenes ABC020014764	1439011
20678	Streptococcus pyogenes ABC020030020	1439059
20679	Streptococcus pyogenes ABC020032057	1439068
20680	Streptococcus pyogenes ABC020032535	1439074
20681	Streptococcus pyogenes ABC020038545	1439107
20682	Streptococcus pyogenes ABC020048606	1439185
20683	Streptococcus pyogenes ABC020050818	1439194
20684	Streptococcus pyogenes ABC020052218	1439209
20685	Streptococcus pyogenes ABC020052375	1439213
20686	Streptococcus pyogenes ABC020052553	1439219
20687	Streptococcus pyogenes ABC020052877	1439221
20688	Streptococcus pyogenes ABC020056181	1439264
20689	Streptococcus pyogenes ABC020056883	1439272
20690	Streptococcus pyogenes ABC020013256	1439002
20691	Streptococcus pyogenes ABC020017280	1439027
20692	Streptococcus pyogenes ABC020017774	1439029
20693	Streptococcus pyogenes ABC020021452	1439033
20694	Streptococcus pyogenes ABC020041397	1439120
20695	Streptococcus pyogenes ABC020046589	1439149
20696	Streptococcus pyogenes ABC020046688	1439150
20697	Streptococcus pyogenes ABC020046986	1439151
20698	Streptococcus pyogenes ABC020047328	1439157
20699	Streptococcus pyogenes ABC020050193	1439192
20700	Streptococcus pyogenes ABC020051269	1439197
